dt,occupancy,consumptionKWh,compound_index,weekend,cos_day_of_year,sin_day_of_year,Temp,wx,wy,zenith,azimuth
2013-02-09 00:00:00+00:00,113.0,4605.0,0.0,1,0.7721565844991642,0.6354323008901774,31.380000000000006,0.0852534290194627,-0.0,0.38062749039260824,0.998670147495096
2013-02-10 00:00:00+00:00,127.0,4735.0,0.0,1,0.7611042586607747,0.6486295610349814,30.04,-0.0,2.1941510934190216,0.3817419044727638,0.9983117426450824
2013-02-11 00:00:00+00:00,106.0,4063.0,0.0,0,0.7498264012045686,0.6616346182422783,27.08,0.6784546144124605,0.0,0.3828462787222323,0.9982407192794288
2013-02-12 00:00:00+00:00,97.0,3655.0,0.0,0,0.7383263540031065,0.6744436188329455,19.02,1.3230768185212471,0.0,0.38393923168564703,0.9985647329173091
2013-02-13 00:00:00+00:00,92.0,3868.0,0.0,0,0.7266075247685656,0.6870527672236669,22.24,0.8306962106085988,-0.0,0.38501940097779125,0.9988570815811582
2013-02-14 00:00:00+00:00,92.0,4940.0,0.0,0,0.7146733860429609,0.699458327051647,22.24,0.2707787178758405,0.3060340651897269,0.3860854450220883,0.9991171908361194
2013-02-15 00:00:00+00:00,94.0,5077.0,0.0,0,0.7025274741691571,0.7116566222817746,23.06,0.3227037847383189,0.0,0.38713604539157087,0.999344548041807
2013-02-16 00:00:00+00:00,112.0,4676.0,0.0,1,0.6901733882429719,0.7236440382959124,24.86,0.0076778892745501546,0.1905351881751368,0.38816990896062664,0.9995387006612646
2013-02-17 00:00:00+00:00,96.0,4535.0,0.0,1,0.6776147890466889,0.7354170229639855,22.72,0.3468381563333665,-0.0,0.3891857694586697,0.9996992542350128
2013-02-18 00:00:00+00:00,108.0,4843.0,0.0,0,0.6648553979642865,0.7469720876965552,20.86,0.0,2.6813813099717265,0.3901823885763105,0.9998258701463302
2013-02-19 00:00:00+00:00,116.0,4809.0,0.0,0,0.6518989958787126,0.7583058084785624,22.42,0.0,2.5635683894886334,0.3911585569947608,0.9999182633364656
2013-02-20 00:00:00+00:00,113.0,4956.0,0.0,0,0.6387494220515272,0.7694148268839378,20.78,0.0,1.1044310929719452,0.3921130955408157,0.9999762000351984
2013-02-21 00:00:00+00:00,123.0,4945.0,0.0,0,0.6254105729852463,0.7802958510707755,21.28,0.0,0.21737335183976456,0.393044856423084,0.9999994954629532
2013-02-22 00:00:00+00:00,110.0,5069.0,0.0,0,0.6118864012687243,0.7909456567567772,22.84,1.4419671509064471,2.1162476459656507,0.3939527244929912,0.9999880114217882
2013-02-23 00:00:00+00:00,92.0,4936.0,0.0,1,0.5981809144059165,0.8013610881746766,21.18,0.04121459090482012,0.27241216898666193,0.3948356185824629,0.9999416537084884
2013-02-24 00:00:00+00:00,79.0,4823.0,0.0,1,0.5842981736283684,0.8115390590073611,21.92,0.0,0.11106165432430272,0.3956924929253622,0.9998603693058608
2013-02-25 00:00:00+00:00,56.0,4264.0,0.0,0,0.5702422926917871,0.8214765533024142,21.9,0.0,0.35460655375720257,0.3965223384475115,0.9997441433542812
2013-02-26 00:00:00+00:00,57.0,4119.0,0.0,0,0.5560174366570446,0.8311706263658079,22.14,0.0,1.7795548242750685,0.39732418350780824,0.9995929960161912
2013-02-27 00:00:00+00:00,56.0,3759.0,0.0,0,0.5416278206559814,0.8406184056344782,21.84,0.4893707803395023,0.5763844965670872,0.398097093808547,0.9994069795105454
2013-02-28 00:00:00+00:00,68.0,4260.0,0.0,0,0.5270777086423722,0.8498170915275278,22.54,-0.0,0.06436480427600516,0.3988401716131726,0.9991861757030022
2013-03-01 00:00:00+00:00,79.0,3902.0,0.0,0,0.5123714121284237,0.8587639582758029,21.6,-0.0,-0.0,0.39955255480390767,0.9989306945928
2013-03-02 00:00:00+00:00,97.0,3574.0,0.0,1,0.4975132889071807,0.8674563547295969,21.98,0.03189593092980703,0.0,0.4002334164121358,0.9986406738282706
2013-03-03 00:00:00+00:00,86.0,3887.0,0.0,1,0.4825077417612185,0.8758917051442429,18.76,1.2862136125138977,2.8246739002336163,0.40088196500289064,0.9983162791184308
2013-03-04 00:00:00+00:00,87.0,4530.0,0.0,0,0.4673592171580022,0.8840675099433636,20.58,-1.4722523088153985,4.086390463607752,0.401497445973308,0.9982097059305216
2013-03-05 00:00:00+00:00,71.0,3875.0,0.0,0,0.4520722039323044,0.8919813464595485,20.92,0.0,-0.0,0.4020791435921904,0.99852679581114
2013-03-06 00:00:00+00:00,68.0,4337.0,0.0,0,0.436651231956064,0.8996308696522433,23.74,0.6442978047821021,-0.0,0.40262638351004437,0.9988131088643608
2013-03-07 00:00:00+00:00,68.0,3967.0,0.0,0,0.4211008707960896,0.907013812802636,26.72,1.5337280408164595,-0.0,0.40313853540449307,0.9990685625615628
2013-03-08 00:00:00+00:00,70.0,3592.0,0.0,0,0.40542572835999735,0.9141279881853336,28.0,0.17855430786510693,-0.0,0.40361501534076144,0.9992930974705218
2013-03-09 00:00:00+00:00,67.0,4235.0,0.0,1,0.389630449530788,0.9209712877166346,31.4,1.6934688299034304,-0.0,0.4040552874619139,0.9994866784695794
2013-03-10 00:00:00+00:00,59.0,3954.0,0.0,1,0.37371971479046906,0.9275416835791966,28.12,0.24878826125249484,1.2000480133852889,0.404458864817649,0.9996492953082162
2013-03-11 00:00:00+00:00,67.0,3928.0,0.0,0,0.35769823883312546,0.9338372288229252,22.1,1.7575596538166889,-0.0,0.404825309482905,0.9997809624556112
2013-03-12 00:00:00+00:00,68.0,3897.0,0.0,0,0.3415707691678556,0.9398560579418954,24.94,0.6119227389505422,-0.0,0.4051542323662676,0.9998817183744856
2013-03-13 00:00:00+00:00,68.0,3867.0,0.0,0,0.3253420847119801,0.9455963874271426,21.7,0.9332926575309086,-0.0,0.4054452930966222,0.9999516244446316
2013-03-14 00:00:00+00:00,63.0,3643.0,0.0,0,0.30901699437494745,0.9510565162951536,22.92,0.1384504860309643,1.615531169991704,0.40569820014452207,0.999990763714388
2013-03-15 00:00:00+00:00,70.0,4103.0,0.0,0,0.2926003356333484,0.9562348265919056,23.42,1.078323700339967,-0.0,0.4059127110564636,0.9999992395674472
2013-03-16 00:00:00+00:00,63.0,3963.0,0.0,1,0.27609697309746883,0.9611297838723007,24.32,0.20319532282889285,-0.0,0.4060886325599728,0.9999771743393164
2013-03-17 00:00:00+00:00,51.0,3868.0,0.0,1,0.2595117970697999,0.9657399376548548,23.62,0.0,3.0377823957203836,0.40622582041704,0.9999247079301454
2013-03-18 00:00:00+00:00,46.0,3760.0,0.0,0,0.2428497220959356,0.9700639218515072,23.76,0.5550936114425974,2.1449244407331376,0.40632417904850443,0.999841996487848
2013-03-19 00:00:00+00:00,58.0,3767.0,0.0,0,0.2261156855082883,0.9741004551724204,22.1,0.07869167289929821,3.1095149658033927,0.4063836610669619,0.9997292112177312
2013-03-20 00:00:00+00:00,54.0,3821.0,0.0,0,0.20931464596304847,0.9778483415056568,22.54,0.0,0.0,0.40640426680672215,0.9995865373081886
2013-03-21 00:00:00+00:00,62.0,4257.0,0.0,0,0.19245158197083,0.9813064702716092,22.96,0.0,2.7018493616064463,0.40638604383158056,0.9994141728931112
2013-03-22 00:00:00+00:00,101.0,4874.0,0.0,0,0.1755314904214282,0.9844738167520922,23.44,0.0,2.0070564095616468,0.40632908637763976,0.9992123279496952
2013-03-23 00:00:00+00:00,157.0,5443.0,0.0,1,0.15855938510313475,0.9873494423939864,21.18,1.4617229017851692,3.904929048968112,0.4062335346754734,0.9989812230490496
2013-03-24 00:00:00+00:00,181.0,5254.0,0.0,1,0.141540295217043,0.989932495087353,21.48,0.2848195981703013,0.03222480673615781,0.40609957414160197,0.9987210879227482
2013-03-25 00:00:00+00:00,210.0,6009.0,0.0,0,0.12447926388678915,0.9922222094179324,22.160000000000004,0.12289028756893725,-0.0,0.40592743440398754,0.9984321598745279
2013-03-26 00:00:00+00:00,242.0,6166.0,0.0,0,0.10738134666416307,0.9942179068939521,22.02,0.4885666672361677,3.227288438619752,0.4057173881111435,0.9981146821830263
2013-03-27 00:00:00+00:00,242.0,6350.0,0.0,0,0.09025161003104117,0.995918996147179,22.98,0.2999302366374053,3.329352102291744,0.40546974960406873,0.9983903196820176
2013-03-28 00:00:00+00:00,261.0,6336.0,0.0,0,0.07309512989807777,0.9973249731081556,23.52,0.2101612396669156,0.3763062534854743,0.40518487371664275,0.9986875314355206
2013-03-29 00:00:00+00:00,272.0,6122.0,0.6666666666666664,0,0.05591699010060349,0.9984354211555644,23.42,1.0091678432314075,1.8914969293427568,0.4048631551448674,0.9989542981370529
2013-03-30 00:00:00+00:00,262.0,6327.0,0.0,1,0.038722280892174464,0.9992500112396836,23.26,0.7177569627455916,-0.0,0.4045050287187224,0.9991906527333442
2013-03-31 00:00:00+00:00,197.0,5630.0,0.0,1,0.021516097436222254,0.9997685019798908,23.62,0.0,1.7264669959101673,0.3966505807333391,0.999396635053604
2013-04-01 00:00:00+01:00,240.125,6144.0,0.9583333333333334,0,0.004303538296244289,0.99999073973619,22.3,0.3856511145219851,-0.0,0.40387118930090915,0.9995722927813064
2013-04-02 00:00:00+01:00,207.5,5509.0,0.041666666666666664,0,-0.01291029607500882,0.999916658654738,22.5,0.0,0.0,0.4034085392504076,0.9997176834547656
2013-04-03 00:00:00+01:00,211.75,6320.0,0.0,0,-0.030120304846908117,0.9995462806873572,18.36,-0.0,3.044940014593891,0.402911587682126,0.9998328770660286
2013-04-04 00:00:00+01:00,210.08333333333334,6757.0,0.0,0,-0.04732138832243185,0.9988797155850336,21.68,-1.9479382533365743,4.044714659668203,0.4023809763683227,0.9999179588085424
2013-04-05 00:00:00+01:00,210.0,6659.0,0.0,0,-0.06450844944931622,0.9979171608653922,21.5,0.0,2.7545159160636428,0.40181738861426114,0.9999730316693966
2013-04-06 00:00:00+01:00,202.33333333333334,6586.0,0.0,1,-0.08167639533042241,0.9966589017541702,23.58,1.0061272009780111,1.9792180985347847,0.4012215475733279,0.9999982187106397
2013-04-07 00:00:00+01:00,191.45833333333334,6429.0,0.0,1,-0.09882013873287143,0.9951053111006976,26.46,1.3817778892984658,0.07289686274214119,0.4005942144431957,0.9999936649645514
2013-04-08 00:00:00+01:00,168.0,6261.0,0.0,0,-0.1159345995955004,0.9932568492674144,28.74,0.3029971516545929,-0.0,0.3999361866019334,0.9999595389037848
2013-04-09 00:00:00+01:00,163.16666666666666,5705.0,0.0,0,-0.1330147065341959,0.9911140639934548,29.78,1.7387496490588688,-0.0,0.3992482957840241,0.9998960335014069
2013-04-10 00:00:00+01:00,147.66666666666666,5581.0,0.0,0,-0.1500553983446526,0.9886775902323404,28.880000000000006,0.0,-0.0,0.39853140647796986,0.9998033669631762
2013-04-11 00:00:00+01:00,137.41666666666666,5183.0,0.0,0,-0.16705162550211924,0.9859481499638304,26.92,0.3186119672096785,0.0,0.3977864146480113,0.9996817832421352
2013-04-12 00:00:00+01:00,125.5,5136.0,0.0,0,-0.18399835165768005,0.9829265519799822,25.6,0.0,0.0,0.39701424664539725,0.9995315524166944
2013-04-13 00:00:00+01:00,86.66666666666667,5291.0,0.0,1,-0.20089055513063506,0.97961369164549,23.9,0.3886917838772798,0.0161124033680789,0.39621585804512904,0.9993529709728628
2013-04-14 00:00:00+01:00,53.375,4883.0,0.0,1,-0.21772323039653174,0.9760105506323684,22.46,0.14704839713781712,-0.0,0.3953922322674067,0.9991463620376102
2013-04-15 00:00:00+01:00,53.916666666666664,4646.0,0.0,0,-0.23449138957040985,0.9721181966290612,23.44,0.0,-0.0,0.39454437909520623,0.998912075630078
2013-04-16 00:00:00+01:00,40.583333333333336,4466.0,0.0,0,-0.2511900638848193,0.9679377830240642,23.98,0.6804731014114374,-0.0,0.3936733332820193,0.9986504889736506
2013-04-17 00:00:00+01:00,59.166666666666664,4473.0,0.0,0,-0.2678143051621742,0.9634705485641488,24.22,0.08464772015886084,-0.0,0.3927801532617231,0.9983620068137892
2013-04-18 00:00:00+01:00,56.166666666666664,4381.0,0.0,0,-0.2843591872810034,0.9587178169872964,25.18,0.2855306480272704,-0.0,0.3918659197388114,0.9981350290471732
2013-04-19 00:00:00+01:00,46.416666666666664,4160.0,0.0,0,-0.3008198076356673,0.9536809966304456,27.64,1.2883409885661383,-0.0,0.3909317339349087,0.9984723013269504
2013-04-20 00:00:00+01:00,45.041666666666664,4123.0,0.0,1,-0.3171912885891061,0.9483615800121716,31.26,0.993399031151129,0.24246918729936945,0.3899787154730351,0.99877512530106
2013-04-21 00:00:00+01:00,45.0,3132.0,0.0,1,-0.3334687789181868,0.9427611433904208,28.94,0.0037692910893753883,1.429521061677492,0.3890080000365011,0.9990437121278749
2013-04-22 00:00:00+01:00,36.375,3817.0,0.0,0,-0.3496474552512284,0.9368813462954316,27.52,0.14720873339894885,1.4930327333587732,0.38802073684565636,0.9992783148901271
2013-04-23 00:00:00+01:00,46.541666666666664,2839.0,0.0,0,-0.36572252349726897,0.9307239310379796,25.52,0.6122167645534916,0.3779341758140307,0.3870180859060021,0.9994792286994664
2013-04-24 00:00:00+01:00,56.583333333333336,3172.0,0.0,0,-0.3816892202666588,0.9242907221930932,24.14,0.2206430110098821,2.2757444943277108,0.38600121521182806,0.9996467903144948
2013-04-25 00:00:00+01:00,59.875,3052.0,0.0,0,-0.397542814282556,0.9175836260593936,25.12,0.06252770533838578,0.16897114674936858,0.3849712986402069,0.9997813773525984
2013-04-26 00:00:00+01:00,71.5,3305.0,0.0,0,-0.4132786077829042,0.9106046300942162,25.48,0.0,2.8765852258036237,0.38392951558512317,0.9998834074457291
2013-04-27 00:00:00+01:00,68.16666666666667,3493.0,0.0,1,-0.4288919379124835,0.9033558023246844,24.04,0.1565740129718091,0.8681536705918799,0.3828770528322741,0.9999533379059732
2013-04-28 00:00:00+01:00,64.16666666666667,3571.0,0.0,1,-0.4443781781046132,0.895839290734909,24.08,0.20510283525963854,-0.0,0.381815107915584,0.9999916663755372
2013-04-29 00:00:00+01:00,62.083333333333336,3753.0,0.0,0,-0.459732739452104,0.8880573226294932,21.68,0.1112461179749811,-0.0,0.3807448921044077,0.9999989325100758
2013-04-30 00:00:00+01:00,60.083333333333336,3690.0,0.0,0,-0.47495107206705,0.8800122039735357,21.22,0.7655409706045239,-0.0,0.37966763118786245,0.9999757202747392
2013-05-01 00:00:00+01:00,81.08333333333333,4824.0,0.6388888888888886,0,-0.4900286664290592,0.8717063187093218,21.84,1.1214248660910329,-0.0,0.3785845635005778,0.9999226602501168
2013-05-02 00:00:00+01:00,97.33333333333333,5499.0,0.027777777777777776,0,-0.5049610547215204,0.8631421280499114,24.46,2.7704599193622026,0.8910064561217835,0.37749693612085244,0.9998404315297296
2013-05-03 00:00:00+01:00,180.41666666666666,6069.0,0.0,0,-0.5197438121555155,0.8543221697498271,20.5,0.0,3.0419038988498017,0.3764060008422884,0.9997297631038164
2013-05-04 00:00:00+01:00,183.04166666666666,5843.0,0.0,1,-0.5343725582809786,0.8452490573530633,24.1,0.4664713232947382,0.5638744893607381,0.37531301098048464,0.9995914347840796
2013-05-05 00:00:00+01:00,83.33333333333333,5649.0,0.0,1,-0.548842958284719,0.8359254794186372,22.72,0.2698290930034434,0.0,0.3742192190604059,0.999426277674186
2013-05-06 00:00:00+01:00,72.29166666666667,5164.0,0.3194444444444443,0,-0.5631507242749186,0.8263541987239096,23.92,0.5011190628410214,0.918731871846669,0.37312587489951904,0.9992351741033096
2013-05-07 00:00:00+01:00,68.16666666666667,4801.0,0.013888888888888888,0,-0.5772916165517272,0.8165380514459161,26.46,0.8419445161917531,0.4683895701129229,0.37203422376731365,0.9990190569779466
2013-05-08 00:00:00+01:00,54.583333333333336,4304.0,0.3194444444444443,0,-0.5912614448635781,0.8064799463209448,29.42,0.5979422606232424,-0.0,0.3709455047399581,0.9987789086245128
2013-05-09 00:00:00+01:00,48.25,3852.0,0.6527777777777776,0,-0.6050560696488488,0.7961828637826158,24.880000000000006,0.13121331561944313,-0.0,0.369860949474025,0.9985157592653704
2013-05-10 00:00:00+01:00,48.958333333333336,4597.0,0.027777777777777776,0,-0.6186714032625031,0.7856498550787147,29.06,0.265049677932968,-0.0,0.36878178129903166,0.9982306852214156
2013-05-11 00:00:00+01:00,70.08333333333333,4473.0,0.0,1,-0.6321034111873487,0.7748840413670407,26.54,0.17973631910506607,0.0,0.3677092143344649,0.9982796405484607
2013-05-12 00:00:00+01:00,38.416666666666664,4311.0,0.0,1,-0.6453481132295501,0.7638886127905428,24.32,0.4048423412280511,-0.0,0.3666444524364416,0.9986100520421788
2013-05-13 00:00:00+01:00,52.333333333333336,4287.0,0.0,0,-0.6584015846980488,0.7526668275320085,24.54,0.388196479188114,0.08018328332784526,0.3655886880741975,0.9989016070440232
2013-05-14 00:00:00+01:00,45.333333333333336,3343.0,0.0,0,-0.6712599575675313,0.7412220108485958,22.880000000000006,1.0732239180453984,-0.0,0.36454310131074374,0.9991555061358938
2013-05-15 00:00:00+01:00,20.083333333333332,3549.0,0.0,0,-0.6839194216246106,0.7295575540864875,22.2,0.6467538737353438,-0.0,0.36350885877677613,0.99937302744318
2013-05-16 00:00:00+01:00,21.875,3888.0,0.0,0,-0.6963762255968722,0.7176769136759621,24.14,0.3043380852144492,2.078878691585918,0.3624871123474254,0.9995555225619642
2013-05-17 00:00:00+01:00,26.791666666666668,3642.0,0.0,0,-0.7086266782644596,0.705583610107178,22.5,0.2834907204575642,-0.0,0.36147899734956845,0.9997044121181992
2013-05-18 00:00:00+01:00,44.25,3782.0,0.0,1,-0.7206671495538609,0.6932812268869777,22.48,0.05574799116140432,0.15030694903687072,0.36048563046222937,0.9998211808081356
2013-05-19 00:00:00+01:00,25.833333333333332,3890.0,0.0,1,-0.7324940716135789,0.6807734094770161,23.6,0.204133957950765,-0.0,0.3595081075612272,0.9999073718459696
2013-05-20 00:00:00+01:00,22.125,3608.0,0.6388888888888886,0,-0.7441039398713607,0.6680638642135335,23.8,0.08774592725170623,-0.0,0.358547501446523,0.9999645808279026
2013-05-21 00:00:00+01:00,18.166666666666668,3626.0,0.027777777777777776,0,-0.7554933140726803,0.6551563572090853,24.12,0.03258664072671918,0.21363079917733235,0.3576048591911338,0.9999944490316344
2013-05-22 00:00:00+01:00,18.0,3554.0,0.0,0,-0.7666588193001591,0.6420547132365637,21.96,0.0,0.4535278827686256,0.35668119926788694,0.999998656188182
2013-05-23 00:00:00+01:00,10.333333333333334,3670.0,0.0,0,-0.7775971469736269,0.6287628145958344,23.520000000000003,0.8752961814921687,-0.0,0.3557775094986208,0.9999789129477872
2013-05-24 00:00:00+01:00,38.75,4035.0,0.0,0,-0.7883050558305255,0.6152845999633276,23.94,0.0,0.0,0.3548947473496563,0.9999369535455824
2013-05-25 00:00:00+01:00,62.041666666666664,3728.0,0.0,1,-0.7987793728863649,0.6016240632249226,22.66,0.14638016928278813,-0.0,0.35403384328095905,0.9998745292739871
2013-05-26 00:00:00+01:00,32.333333333333336,3970.0,0.0,1,-0.8090169943749473,0.5877852522924732,20.66,-0.0,-0.0,0.35319570601720746,0.9997934030590444
2013-05-27 00:00:00+01:00,33.875,3559.0,0.3194444444444443,0,-0.8190148866680801,0.5737722679043246,22.92,0.23829329883244574,-0.0,0.35238122706346076,0.999695344855016
2013-05-28 00:00:00+01:00,40.708333333333336,3420.0,0.013888888888888888,0,-0.8287700871745038,0.5595892624101765,22.18,0.0,0.2486898871648541,0.35159128185799643,0.9995821271484632
2013-05-29 00:00:00+01:00,41.0,3460.0,0.0,0,-0.8382797052177744,0.545240438540651,24.54,0.08846181451940349,0.0,0.35082672679564947,0.9994555199361436
2013-05-30 00:00:00+01:00,61.125,4128.0,0.0,0,-0.8475409228928311,0.5307300481619334,22.14,0.3524194189879091,-0.0,0.35008839360819366,0.999317285022734
2013-05-31 00:00:00+01:00,62.958333333333336,4337.0,0.0,0,-0.8565509959010036,0.5160623910158528,21.22,0.0016755024715109108,0.0,0.34937708369191073,0.9991691699417974
2013-06-01 00:00:00+01:00,47.666666666666664,4049.0,0.0,1,-0.8653072543632059,0.5012418134457758,21.76,0.8370336667365429,-0.0,0.34869356432495563,0.9990129018999904
2013-06-02 00:00:00+01:00,23.041666666666668,3790.0,0.0,1,-0.8738071036110808,0.48627270710869,22.44,0.16881375316515626,0.3484926476579405,0.3480385671220587,0.9988501819099764
2013-06-03 00:00:00+01:00,22.958333333333332,3754.0,0.0,0,-0.8820480249558537,0.4711595076738638,24.72,0.015631926334596445,2.3417301918154383,0.34741278784281066,0.9986826790194909
2013-06-04 00:00:00+01:00,22.041666666666668,3242.0,0.0,0,-0.8900275764346767,0.4559066935084588,20.9,0.581400266051142,-0.0,0.346816886522415,0.9985120245093996
